AT,AU,BE,BR,CA,CH,CL,DE,DK,ES,FI,FR,GB,GR,IE,IT,JP,KR,MX,NL,PT,SE,TR,TW,US
0.6713433039010145,7.717252900044547e-4,0.002147456169419627,0.0010316972891231135,0.0015536133084574453,0.005508631202171393,9.89817646285898e-4,0.008010802509401616,0.0026690566629989448,0.003650510240303825,0.003078184457947545,0.0031379305935838445,0.0017543635716325732,0.0034097848467068152,0.0027752445407925393,0.002624792512155421,6.763418723306009e-4,9.573762735462838e-4,9.286957426039588e-4,0.004987816378360223,0.001607146487562847,0.002658504068683295,0.001834696077625715,5.765976760487762e-4,0.0011502683139787153
0.001367423361838642,0.672658835548763,0.0028347487350637306,0.0018623785938362352,0.006724594171278007,0.003722001172905321,0.0012756647452465692,0.004065614476666582,0.00397269819779017,0.002341067546809981,0.0019179887019708112,0.0033916417444755393,0.010113203137305873,0.003493037069856279,0.0037042901026876273,0.0016128388171394747,0.011791679008324955,0.0057164744705085506,0.0017887765681766658,0.00467825582705832,0.001024047751027752,0.004201026700657935,0.0014417194637047458,0.008300187174110409,0.006000469171639298
0.0019032517812286839,9.755376982456174e-4,0.6709927252650295,9.7289690219673e-4,0.002326265301657907,0.001723701574575107,0.0011343929763368095,0.002422619870366404,0.00243994103287309,0.004137604820993049,0.0023468631694657962,0.003652888142254919,0.0029692115928281943,7.781746170758796e-4,0.007161045610936789,0.0019822835143063038,8.840632890140955e-4,8.746477204061408e-4,0.0010818222819203886,0.01198960801083397,0.001851167122774178,0.001463238795676035,0.0016220906018961088,6.481814007241642e-4,0.001164835966328828
1.5894950026920028e-4,2.3284961256913385e-4,1.591743571476945e-4,0.6702729947778583,3.637036485186549e-4,0.0010650880781926159,0.06152030760220389,2.9221126558235663e-4,1.6691053209764778e-4,5.332103195609989e-4,1.2253586140996778e-4,4.1265963002662956e-4,0.0011644374565935747,1.5492734642839887e-4,1.8977640742675976e-4,1.6242562580720315e-4,2.556338061168137e-4,2.6242422855478066e-4,3.9781314561928514e-4,3.447854752910919e-4,2.52099148890286e-4,2.8355709604045823e-4,1.80417367106769e-4,2.732745728750287e-4,9.131763933539768e-4
0.005317182161138621,0.02273304166682686,0.006552880098816864,0.0072077155198189405,0.680134760606563,0.006868549695847145,0.003844489719275569,0.010604897021019504,0.009266014651045405,0.005637700994996421,0.007392390588708558,0.012143506453996592,0.025643150745361148,0.005365472412501068,0.02521716325812145,0.005045926268309518,0.023442063631321,0.011613138449237432,0.007365733589038378,0.00952080968842374,0.0026757804236398315,0.010625807739682048,0.0047153105505908875,0.011656537961717237,0.05623909642945768
0.015121961439358745,0.01136632330012179,0.008285773549992813,0.007882545154570863,0.01325175647551508,0.6751162807423914,0.006612744480305761,0.01489914239375576,0.010699417085364532,0.00875147931711643,0.009345724587136242,0.015518003596175495,0.01888869849619436,0.012274657315585413,0.014097625642398765,0.01034372629531241,0.009258252883689252,0.015256745346843955,0.006678710712058639,0.01270194162320007,0.006073179552991193,0.01124138781826153,0.01194404300187589,0.015927463093598247,0.0213421194992866
2.8212630848608334e-5,6.231393967396045e-5,4.688160344400764e-5,6.994369745871231e-4,9.216593274144217e-5,8.767198770526639e-5,0.6701264394231333,6.547658933889834e-5,2.8434395138850823e-4,3.0742334944749267e-4,4.9789692557581745e-5,1.406096238592304e-4,3.245386427708866e-4,3.994075852372369e-5,6.063844000990314e-5,5.411665700187445e-5,9.159691395100335e-5,8.188379665715068e-5,2.2584762065670994e-4,5.297379912615878e-5,8.7951145724228e-5,6.773574122477867e-5,7.114634388372367e-5,7.554138768364091e-5,2.92922238171076e-4
0.06396487718221473,0.018276816145406834,0.024029384921648324,0.014497633734128214,0.023591184387896837,0.04773713350942133,0.014586474984023266,0.6810303059558989,0.03461953370837304,0.04281752119321368,0.03620080888863811,0.034925157080404674,0.027652143993657306,0.13764722264064738,0.02432375602181392,0.035006662327698425,0.01394607515430123,0.01666370717067416,0.013946726275441766,0.051739952443899784,0.022310512100627598,0.03826908480369933,0.0328109695115546,0.009943703901202859,0.021096426957697964
0.0013465313198855679,6.411933101370937e-4,0.001290214940004239,7.572328676849218e-4,9.790300351482345e-4,0.002334429635760914,5.112552398523412e-4,0.006930531077447747,0.6782191207848373,0.0013817773197865129,0.05392758768767868,0.002509420566836208,0.0032579632686483354,0.001652016939668625,0.0034190845042971355,0.0010081653610546565,7.213209882509301e-4,7.284614233111431e-4,6.397823794235715e-4,0.004415852661399371,8.530423486817758e-4,0.08503315057976583,0.002014397938462704,6.618308994350665e-4,0.0011207294975256164
0.014465937202054153,0.007122066513787001,0.010118617810260197,0.10827321648155451,0.009378971351901359,0.01402341773731055,0.11918437545973544,0.02006174094855492,0.015526067996060012,0.6791331642126195,0.012620551915404185,0.02110776587469573,0.048796214460690775,0.009275398677959892,0.016811116810640486,0.03777171502354887,0.008923321436153696,0.008573056769964232,0.11907541095643073,0.014065528655431408,0.16382558241154996,0.012669820143097995,0.09187403969777472,0.009547896771220542,0.012775151343863747
9.164235656581178e-4,2.9256264240480286e-4,0.001592303566444721,1.5606999264192132e-4,0.0013849968079792958,6.351058249946695e-4,1.0834243056331471e-4,0.0012726995839730164,1.6760808207661642e-4,3.61165228698618e-4,0.6701631474298659,8.762158210762278e-4,5.535427242133964e-4,3.0936548358721056e-4,4.207842859389858e-4,2.443713410225245e-4,2.2266576699524044e-4,2.496914541951035e-4,1.2083923849940356e-4,0.0011645568442314883,3.5998534213448833e-4,1.717192722755693e-4,5.595970302499099e-4,1.4583083774613337e-4,2.4052938110370032e-4
0.03644413999025652,0.026464287521829277,0.15631437515543764,0.03278255943869876,0.029833621108422644,0.059068118154929586,0.024752227443261894,0.04428645070266207,0.037059567399362565,0.06992633213287483,0.040144357982495577,0.686272031223854,0.03631859079061426,0.023362230082567437,0.035853950471954506,0.11976621799352113,0.05465323056633696,0.0313790131072622,0.02384187857409384,0.05617601933879175,0.048181807169425425,0.042364728297559044,0.054484277814201613,0.033649075670746265,0.03143270626276487
0.016032109753915634,0.048444348281054345,0.022965956452087814,0.032458042932605846,0.0651084314203124,0.05315403409249484,0.013930860376869096,0.03931522240408128,0.02596086389246283,0.02412848772527745,0.01860893832762916,0.06726717073820493,0.6850676487225035,0.03819099153268258,0.04225666469438932,0.022129029950732803,0.05563380730369108,0.08117866428438651,0.031081714617154386,0.03724649211838006,0.01164210533932726,0.024992833594101906,0.030871566714246804,0.07769414076717648,0.05182116743417633
6.574159187658058e-4,1.6192875817577025e-4,3.426942135840319e-4,4.226112411755533e-4,1.6076623946125628e-4,3.1873902315185523e-4,5.094530230345076e-4,8.355311156118458e-4,2.319961864841679e-4,0.002288887940719035,3.395105818089348e-4,5.452886311634397e-4,8.050541161613648e-4,0.6702573053133831,0.005468100150048361,0.002638240938832739,1.5306214858376037e-4,1.6086942893603177e-4,4.886198653100529e-4,5.284831205425554e-4,0.0011730989365277456,2.208670111290997e-4,4.335040647211295e-4,1.3958162617375985e-4,1.9026509217511518e-4
4.971775946259033e-4,8.72974242769284e-4,9.37719092010325e-4,7.076860903516201e-4,0.0014544512113314704,8.316989687637659e-4,5.086543714272431e-4,7.574805810075302e-4,0.001303895967427056,0.0021441675951726987,9.995824372040032e-4,0.00183062613378943,0.006065060861132724,5.23871356906349e-4,0.6705667893951222,7.25096471970826e-4,6.876455818022932e-4,8.595776217376406e-4,6.70796206318867e-4,0.001219292700246262,0.0019686208625702218,0.0014229522967953482,6.49937939312297e-4,8.018574773706815e-4,8.755139387475367e-4
0.10929440807648236,0.004384813843078359,0.011296133291568311,0.009701358341910158,0.004773156291728801,0.01709823393349779,0.010054571880275425,0.032188207289696964,0.007588564770760088,0.04436123248086887,0.00778193201357092,0.016738242888232804,0.009873545845501057,0.016108070726660435,0.012415805204064443,0.6770059418414667,0.007386883668223271,0.005623824039776586,0.010066488376243207,0.01230783790738776,0.02099230062612837,0.007054709632116812,0.01875283481256802,0.0031214600917312393,0.005784387976112692
0.017991288441450412,0.07870879122528322,0.03514802916407826,0.026684487233193842,0.05069013327275328,0.031082671590934245,0.023691313471873688,0.029167482475548193,0.05805916916521219,0.031895417295974476,0.022458096857861327,0.04331286909668058,0.03514682096903891,0.013490129244806325,0.04314890068619912,0.028455402903267597,0.6878740120069646,0.04288035961388202,0.02592037335636241,0.04579282802483617,0.012891852338052723,0.02782993809153065,0.02482920434324705,0.05723633069316292,0.07114189290061652
8.384903376769825e-4,0.003045833396993572,6.627258181876122e-4,0.0019528798768531435,0.0030287701966374833,0.0010748397587529489,0.0011437677956144642,8.994436221616236e-4,8.746140602519277e-4,6.780673439224611e-4,5.196558488962368e-4,7.91130117856386e-4,0.0011888121496787117,0.01095928064378103,0.0011460902326452394,5.677801841717498e-4,0.004387821586743371,0.6706548447981914,0.001964595431053498,9.82820634398889e-4,3.293519428750194e-4,6.33087910389555e-4,0.004345131783735089,0.002105617424869355,0.002368604601056439
1.926483443266022e-5,2.9015556955439968e-5,1.6090521532068315e-5,2.881661581256808e-5,1.491660330885008e-4,2.2450615137208444e-5,2.3520576723333856e-5,1.3496545870856635e-4,2.0443976260847788e-5,8.980948370401759e-5,1.5563695185871254e-5,2.7726597553550768e-5,3.048250305869176e-5,3.352083426985042e-5,2.4732322673850533e-5,1.981506256631935e-5,9.063444604569598e-5,2.417084701335142e-5,0.6700302779653279,2.77632392050482e-5,5.980172462742493e-5,1.8846782815302955e-5,2.4433718022822102e-5,2.4669690489071404e-5,1.279846241727793e-4
0.014651971395644947,0.004108349336021593,0.006496473393052016,0.006953939403876697,0.011811039321893943,0.022674813002116143,0.006408002110458212,0.03213462207393141,0.013821301900260222,0.029157210091461907,0.01487658100195401,0.021620965834855673,0.014114531195299165,0.008152999370931321,0.0231942760162432,0.013972293565693156,0.006808033323584092,0.004553598681406408,0.007073969805140572,0.6758744118885747,0.010492163003062174,0.010344228106257805,0.00743066716720887,0.004363277560446626,0.012314114500712318
0.0010822507743626728,2.707166976110797e-4,0.0011004404826738098,0.002474617557483494,3.5152690455265046e-4,0.0014640556653724211,0.001843922577009113,0.0010353281523462696,0.0010408426620957076,0.00891340585264812,8.876078708666214e-4,0.0018196891043864053,0.001027126140357777,0.0027709337815971864,0.0015515867777860265,0.0037177162897873922,3.6338376173119445e-4,3.1314967272311114e-4,0.0017717150208727312,0.001509124718811844,0.6722857429829195,6.293806799958547e-4,0.0017932377644406243,2.7976931953923754e-4,4.348527660498821e-4
0.0015541755112214147,7.057790921530286e-4,0.0010987158692124846,0.0022164560614366443,0.0012336484674793065,0.0018118217588687674,0.0010668238350653428,0.003271883697342125,0.0612126693813422,0.0011936092124943823,0.06885870888550867,0.0014567626937888386,0.004950446872360367,9.581218080324066e-4,0.002883868289841797,7.048447185517127e-4,8.781308023312405e-4,9.260322764740655e-4,8.643315069532884e-4,0.006192243895199472,7.826198467694677e-4,0.6780852719252223,0.0018291101103103768,8.635725542380732e-4,0.0017043370936682194
4.2518526511162104e-4,9.213473699124856e-5,1.0729503424910971e-4,8.18679543020573e-5,1.1949234645316517e-4,3.981138662144992e-4,4.2828354875471854e-5,4.62001781020598e-4,7.563243493865887e-5,9.479556048097956e-5,6.508038314140636e-5,2.1583792579116994e-4,5.896023554283742e-4,4.386981218976479e-4,9.49311780136336e-5,1.0219691136263694e-4,1.0974831317473722e-4,1.1430891181070218e-4,6.648523263999514e-5,4.5645488396278385e-4,4.8253599115518555e-5,7.46911865546958e-5,0.6700729447221847,1.087835562783405e-4,2.811994013687976e-4
0.00114711965056167,0.012486889799252061,0.0011613746034814204,8.797245158858574e-4,0.0030948764497997568,0.0014285157809290775,0.002781638283258227,0.0013102866249479705,0.0015598324565117233,0.0012171811680656756,8.710789034780011e-4,0.002618674380986442,0.0020974671187259327,7.631809511660719e-4,0.001622314493669719,9.712691454246183e-4,0.008831570120975778,0.010948204382830708,0.0012480619315611407,0.0030579839301477776,5.593682896717825e-4,0.001310704028325941,0.0010782449708663583,0.6714230247752925,0.00393392852563625
0.02343094840998155,0.08509087184389082,0.03430181589157323,0.06904113444841288,0.08840987870842798,0.05074988262756148,0.03334811119329143,0.06454505232892799,0.033159893061724295,0.034858771572788674,0.02640773222961539,0.05766718550547088,0.06160734227024285,0.039590668122777874,0.06159146446228475,0.03336713027929361,0.1019290216193631,0.0894057752296705,0.0726605336010987,0.04296616219225903,0.017672419503323503,0.03833272769814054,0.034336476490208274,0.09043179311612325,0.6952533196903349
